PROCESSO,COD_ASSUNTO,ASSUNTO,DESIGNACAO,TITULO,DATA_ABERTURA_PROCESSO
2.6.17.578.2004.6-DRCOT,124,ALT.COMPOSIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,CRÉDITO PREDIAL PORTUGUES,2004.07.14 00:00:00
2.4.15.580.2004.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DEMOCRÁTICO DOS TRABALHADORES DOS AEROPORTOS E AVIAÇÃO - SINDAV,2004.07.14 00:00:00
2.6.17.581.2004.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,CPPE - GRUPO EDP,2004.07.14 00:00:00
2.6.17.582.2004.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,BANCO SANTANDER PORTUGAL S.A.,2004.07.14 00:00:00
2.4.15.583.2004.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINERGIA - SINDICATO DA ENERGIA,2004.07.14 00:00:00
2.6.17.590.2004.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,SIDEFARMA,2004.07.15 00:00:00
2.6.17.50.2005.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,FÁBRICA CUNHA BARROS,2005.01.14 00:00:00
2.6.17.1023.2004.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"TINTAS ROBBIALAC, SA",2005.01.17 00:00:00
2.6.17.52.2005.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,COMISSÃO COORDENADORA DAS CTS DAS EMPRESAS DO SECTOR BANCÁRIO,2005.01.17 00:00:00
2.4.15.1024.2004.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO NACIONAL DOS TRANBALHADORES DOS CORREIOS E TELECOMUNICAÇÕES,2005.01.17 00:00:00
2.4.14.1025.2004.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. DE QUADROS, TÉCNICOS ADMINISTRATIVOS, SERVIÇOS E NOVAS TECNOLOGIAS",2005.01.17 00:00:00
2.4.14.56.2005.2-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. DE QUADROS, TÉCNICOS ADMINISTRATIVOS, SERVIÇOS E NOVAS TECNOLOGIAS (SITESC)",2005.01.18 00:00:00
2.6.16.58.2005.8-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,IAPMEI - INSTITUTO DE APOIO ÀS PEQUENAS E MÉDIAS EMPRESAS E AO INVESTIMENTO,2005.01.18 00:00:00
2.4.14.59.2005.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIND BANCÁRIOS DO CENTRO,2005.01.18 00:00:00
2.5.13.66.2005.3-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,APEBN - ASSOCIAÇÃO PORTUGUESA DOS EMPRESÁRIOS DOS ESTABELECIMENTOS DE BEBIDAS COM DIVERSÃO NOCTURNA,2005.01.21 00:00:00
2.6.14.67.2005.6-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"BORRACHAS PORTALEGRE, SOCIEDADE UNIPESSOAL, LDA",2005.01.21 00:00:00
2.6.17.68.2005.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"BORRACHAS PORTALEGRE, SOCIEDADE UNIPESSOAL, LDA",2005.01.21 00:00:00
2.4.14.1027.2004.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS FISIOTERAPEUTAS PORTUGUESES,2005.01.24 00:00:00
2.4.15.1028.2004.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS FISIOTERAPEUTAS PORTUGUESES - SFP,2005.01.24 00:00:00
2.5.15.79.2005.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AECOPS - ASSOC DE EMPRESAS DE CONSTRUÇÃO E OBRAS PUBLICAS,2005.01.26 00:00:00
2.6.17.631.2005.6-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES," ESTORIL SOL III - TURISMO, ANIMAÇÃO E JOGO, SA",2005.06.24 00:00:00
2.6.17.632.2005.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"COMISSÃO DE TRABALHADORES DA EUGSTER & FRISMAG, LDA",2005.06.24 00:00:00
2.4.15.634.2005.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO DOS TRABALHADORES TÊXTEIS, LANIFÍCIOS, VESTUÁRIO, CALÇADO E CURTUMES DO SUL",2005.06.24 00:00:00
2.4.15.635.2005.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS PROFESSORES DO NORTE,2005.06.24 00:00:00
2.6.17.636.2005.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T. DA BLAUPUNKT AUTO - RÁDIO PORTUGAL,LDA",2005.06.24 00:00:00
2.4.15.640.2005.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS TRABALHADORES DO MUNICÍPIO DE LISBOA,2005.06.27 00:00:00
2.6.17.641.2005.7-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES, CT.BPI,2005.06.27 00:00:00
2.6.17.647.2005.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"LABORATÓRIOS VITÓRIA, SA",2005.06.29 00:00:00
2.6.17.648.2005.5-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,CT.BCP,2005.06.29 00:00:00
2.6.17.649.2005.6-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,CT.BCP,2005.06.29 00:00:00
2.6.16.651.2005.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"SOCIEDADE DE CONSTRUÇÕES SOARES DA COSTA, SA",2005.06.29 00:00:00
2.4.14.652.2005.4-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS TRABALHADORES PORTUÁRIOS DE MAR E TERRA DE SINES,2005.06.29 00:00:00
2.4.15.655.2005.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND. DOS TRABALHADORES DA SAÚDE SOLIDARIEDADE E SEGURANÇA SOCIAL,2005.06.29 00:00:00
2.6.14.658.2005.3-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALT. ESTATUTOS C. TRAB.,"REBOCALIS - REBOCAGEM E ASSITENCIA MARITIMA, LDA",2005.07.01 00:00:00
2.6.17.659.2005.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"REBOCALIS - REBOCAGEM E ASSISTENCIA MARITIMA, LDA",2005.07.01 00:00:00
2.4.15.3.2006.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO NACIONAL DA ADMINISTRAÇÃO PÚBLICA, CENTRAL, REGIONAL E LOCAL - SINACEL",2006.01.03 00:00:00
2.5.14.4.2006.6-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO NAIONAL DOS INDUSTRIAIS DA PEDRA (ACTUAL ANIET),2006.01.03 00:00:00
2.5.14.5.2006.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DA PEDRA (ACTUAL ANIET),2006.01.03 00:00:00
2.5.15.6.2006.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DA PEDRA (ACTUAL ANIET),2006.01.03 00:00:00
2.6.17.7.2006.4-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,BANCO COMERCIAL PORTUGUÊS - MILLENNIUM,2006.01.04 00:00:00
2.5.14.13.2006.6-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ATD - ASSOCIAÇÃO DOS TRANSPORTADORES DE DOENTES EM AMBULANCIA,2006.01.05 00:00:00
2.5.18.14.2006.2-DRCOT,125,#EXTINÇÃO DE ASS. PATRONAL#,EXTINÇÃO DE ASS. PATRONAL,APAN - ASSOCIAÇÃO DE AGENTES DE NAVEGAÇAO,2006.01.05 00:00:00
2.4.14.16.2006.8-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO NACIONAL DOS PROFISSIONAIS DA INDÚSTRIA E COMÉRCIO DE VESTUÁRIO E DE ARTIGOS TÊXTEIS,2006.01.05 00:00:00
2.5.14.17.2006.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,"ASSOCIAÇÃO COMERCIAL DE BRAGA - COMÉRCIO, TURISMO E SERVIÇOS",2006.01.05 00:00:00
2.5.15.18.2006.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO MARÍTIMA  E PORTUÁRIA,2006.01.09 00:00:00
2.5.15.19.2006.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,APIFARMA- ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA FARMACEUTICA,2006.01.09 00:00:00
2.4.14.20.2006.3-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SIFA - SIND IND. DOS FERROVIÁRIOS E AFINS,2006.01.09 00:00:00
2.4.15.21.2006.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND IND FERROVIÁRIOS E AFINS SIFA,2006.01.09 00:00:00
2.5.15.24.2006.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ANEPI - ASSOCIAÇÃO NAC DE EMPRESAS DE PROTECÇÃO INCENDIO,2006.01.10 00:00:00
2.5.13.595.2004.0-DRCOT,122,CONSTITUIÇÃO DE ASS. PATRONAL,CONSTITUIÇÃO DE ASS. PATRONAL,ANCIA - ASSOC. NACIONAL DE CENTROS DE INSPECÇÃO AUTOMÓVEL,2004.07.16 00:00:00
2.5.15.597.2004.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS DOS BARBEIROS E CAB DO DISTRITO DE BRAGA,2004.07.19 00:00:00
2.4.15.607.2004.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND DOS TRAB DAS IND METALURGICA E METALOMECANICAS DOS DISTRITOS DE AVEIRO, VISEU E GUARDA",2004.07.20 00:00:00
2.4.14.609.2004.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,UNIÃO DOS SINDICATOS DE SETÚBAL,2004.07.20 00:00:00
2.4.15.610.2004.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UNIÃO DOS SINDICATOS DE SETÚBAL,2004.07.20 00:00:00
2.4.15.611.2004.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO DOS OPERÁRIOS DA INDÚSTRIA DE CALÇADO, MALAS E AFINS DOS DISTRITOS DE AVEIRO E COIMBRA",2004.07.20 00:00:00
2.4.18.613.2004.4-DRCOT,131,EXTINÇÃO,EXTINÇÃO DE ASS. SINDICAL,"CESNORTE-SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL",2004.07.21 00:00:00
2.5.14.614.2004.2-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE REFRIGERAÇÃO E AR CONDICIONADO-APIRAC,2004.07.21 00:00:00
2.5.15.620.2004.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"ASS DOS INDUSTRIAIS DE COSMÉTICA, PERFUMARIA E HIGIENE CORPORAL (AIC)",2004.07.23 00:00:00
2.6.17.83.2005.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"SIDERURGIA NACIONAL - EMPRESA PRODUTOS LONGOS, SA",2005.01.26 00:00:00
2.4.15.86.2005.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SINDICATO DOS PROFISSIONAIS DE LACTICÍNIOS, ALIMENTAÇÃO, AGRICULTURA ESCRITÓRIOS, COMÉRCIO SERVIÇOS, TRANSPORTES RODOVIÁRIOS, METALOMECANICA METALURGIA, CONSTRUÇÃO CIVIL E MADEIRAS",2005.01.28 00:00:00
2.6.16.91.2005.5-DRCOT,132,ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"SHELL LUBRIFICANTES (S.L.), SA",2005.01.28 00:00:00
2.6.17.92.2005.7-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"SHELL LUBRIFICANTES (S.L.), SA",2005.01.28 00:00:00
2.5.15.96.2005.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOC DOS COMERCIANTES DE MATERIAIS DE CONSTRUÇÃO DE LISBOA,2005.01.31 00:00:00
2.5.15.99.2005.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS.EMPRESARIAL OURÉM-FÁTIMA,2005.02.01 00:00:00
2.4.14.106.2005.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,SINDICATO DOS PILOTOS DA AVIAÇÃO CIVIL,2005.02.03 00:00:00
2.6.17.111.2005.8-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,"BANCO COMERCIAL PORTUGUÊS,SA",2005.02.04 00:00:00
2.5.15.55.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"ASS DOS COMERCIANTES DE FERRO, FERRAGENS E METAIS DO DISTRITO DE LISBOA",2003.01.27 00:00:00
2.6.16.56.2003.4-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,C.T. CÂMARA MUNICIPAL DE SETÚBAL,2003.01.27 00:00:00
2.5.14.60.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,AEMARCO-ASSOC. EMPRESARIAL DE MARCO DE CANAVESES,2003.01.29 00:00:00
2.5.15.61.2003.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,UNIÃO DE ASSOCIAÇÕES DO COMÉRCIO E SERVIÇOS (ELEIÇÃO INTERCALAR),2003.01.29 00:00:00
2.5.14.64.2003.0-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,FED PORT DOS TRANSPORTADORES RODOVIÁRIOS,2003.01.30 00:00:00
2.4.15.65.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS TÉCNICOS DE SERVIÇO SOCIAL,2003.01.30 00:00:00
2.4.15.678.2003.2-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIM - SINDICATO INDEPENDENTE DOS MÉDICOS (C.E. 365),2003.05.27 00:00:00
2.4.15.679.2003.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS QUADROS DA AVIAÇÃO COMERCIAL,2003.05.27 00:00:00
2.6.17.680.2003.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.-F.D.G.-FIAÇÃO DA GRAÇA,S.A.",2003.05.27 00:00:00
2.6.16.681.2003.8-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"F.D.G.-FIAÇÃO DA GRAÇA,S.A.",2003.05.27 00:00:00
2.4.15.682.2003.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DAS INDÚSTRIAS ELÉCTRICAS DO SUL E ILHAS,2003.05.27 00:00:00
2.5.15.684.2003.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ACIP,2003.05.27 00:00:00
2.5.15.687.2003.3-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO PORTUGUESA DE ESCOLAS DE CONDUÇÃO,2003.05.28 00:00:00
2.4.15.689.2003.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SIND NAC DOS TÉCNICOS DE INSTUMENTOS DE CONTROLE INDUSTRIAL,2003.05.28 00:00:00
2.6.17.693.2003.3-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.UNALBOR-UNIÃO INDUSTRIAL DE BORRACHA,S.A.",2003.05.29 00:00:00
2.5.15.694.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS OPERADORES DO PORTO DE LISBOA,2003.05.29 00:00:00
2.5.15.698.2003.5-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASS DE OPERADORES DO PORTO DE LISBOA,2003.05.30 00:00:00
2.5.14.699.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOC PORTUGUESA DOS COMERCIANTES DE MATERIAIS DE CONSTRUÇÃO (APCMC),2003.05.30 00:00:00
2.5.15.706.2003.4-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,"AÇOMEFER-ASSOC. PORTUGUESA DOS GROSSISTAS DE AÇOS, METAIS E FERRAMENTAS",2003.06.02 00:00:00
2.6.17.707.2003.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.- AXA PORTUGAL-COMPANHIA DE SEGUROS,S.A.",2003.06.02 00:00:00
2.6.17.708.2003.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"C.T.ESTALEIROS NAVAIS DE CASTELO BRANCO,S.A.",2003.06.02 00:00:00
2.5.15.712.2003.1-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO COMERCIAL DE PORTIMÃO,2003.06.03 00:00:00
2.5.15.714.2003.3-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇÃO DOS INDUSTRIAIS DE PROTESE,2003.06.04 00:00:00
2.6.16.715.2003.6-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"NOVONDEX - TELECOMUNICAÇÕES  ELECTRÓNICAS, LDª",2003.06.04 00:00:00
2.5.14.1248.2003.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ASSOCIAÇÃO DOS OPERADORES DE FRUTAS DO MERCADO ABASTECEDOR DA REGIÃO DE LISBOA-ASSOMARL,2003.10.01 00:00:00
2.4.15.1249.2003.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,FSIB-FEDERAÇÃO DOS SINDICATOS INDEPENDENTES DA BANCA,2003.10.01 00:00:00
2.4.14.1251.2003.7-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,UNIÃO SIND DE VISEU/CONF GERAL DOS TRAB. PORT-INTERSINDICAL NACIONAL,2003.10.01 00:00:00
2.4.15.1252.2003.0-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,UNIÃO SIND. VISEU/CONF. GERAL DOS TRAB. PORTUGUESES-INTERSINDICAL NACIONAL,2003.10.01 00:00:00
2.5.15.1257.2003.6-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,AICCS-ASSOCIAÇÃO DA INDÚSTRIA E COMÉRCIO DE COLAS E SIMILARES,2003.10.02 00:00:00
2.6.17.1268.2003.2-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,OFICINAS GERAIS DE MATERIAL DE ENGENHARIA,2003.10.06 00:00:00
2.4.15.1269.2003.8-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,ASSOCIAÇÃO SINDICAL INDEPENDENTE DE AGENTES DA P.S.P.,2003.10.06 00:00:00
2.4.13.1270.2003.7-DRCOT,121,CONSTITUIÇÃO DE ASS. SINDICAL,CONSTITUIÇÃO DE ASS. SINDICAL,SNCC/PSP - SINDICATO NACIONAL DA CARREIRA DE CHEFES DA POLÍCIA DE SEGURANÇA PÚBLICA,2003.10.06 00:00:00
2.5.14.1271.2003.1-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. PATRONAL,ANCIPA,2003.10.06 00:00:00
2.6.17.1158.2002.8-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CIMPOR INDÚSTRIA DE CIMENTOS, SA",2002.08.01 00:00:00
2.4.14.1160.2002.5-DRCOT,123,ALTERAÇÃO DE ESTATUTOS,ALTERAÇÃO DE ESTATUTOS DE ASS. SINDICAL,"SIND. NAC. DA ADMINISTRAÇÃO PÚBLICA, CENTRAL, REGIONAL E LOCAL - SINACEL",2002.08.02 00:00:00
2.4.15.1161.2002.7-DRCOT,120,ELEIÇÃO DE CORPOS GERENTES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,"SIND. NAC. DA ADMINISTRAÇÃO PÚBLICA, CENTRAL, REGIONAL E LOCAL - SINACEL",2002.08.02 00:00:00
2.6.16.1162.2002.2-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"CT VELAN - VÁLVULAS INDUSTRIAIS, LDª.",2002.08.02 00:00:00
2.6.17.1163.2002.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"CT VELAN - VÁLVULAS INDUSTRIAIS, LDª.",2002.08.02 00:00:00
2.5.15.1167.2002.5-DRCOT,133,SUBSTITUIÇÃO,ELEIÇÃO DE CORPOS GERENTEES DE ASS. PATRONAL,ASSOCIAÇAO PORTUGUESA DA INDUSTRIA FARMACEUTICA,2002.08.05 00:00:00
2.6.17.1168.2002.0-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"JADO IBERIA - PROD. METALURGICOS, SA",2002.08.06 00:00:00
2.6.17.1169.2002.1-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE COM. DE TRABALHADORES,"UNICER CERVEJAS, SA",2002.08.06 00:00:00
2.6.16.1171.2002.2-DRCOT,127,PUBLICAÇÃO DE ESTATUTOS,CONSTITUIÇÃO E ESTATUTOS DE COM. TRABALHADORES,"CT UNICER DISTRIBUIÇÃO DE BEBIDAS, S.A.",2002.08.06 00:00:00
2.4.15.1176.2002.4-DRCOT,130,ELEIÇÃO DE COMISSÕES DE TRABALHADORES,ELEIÇÃO DE CORPOS GERENTES DE ASS. SINDICAL,SINDICATO DOS PROFESSORES DO NORTE (ÁREA SINDICAL DE SANTA MARIA DA FEIRA),2002.08.07 00:00:00
